SNP1,SNP2,SNP3,SNP4,SNP5,SNP6,SNP7,SNP8,SNP9,SNP10,SNP11,SNP12,SNP13,SNP14,SNP15,SNP16,SNP17,SNP18,SNP19,SNP20,SNP21,SNP22,SNP23,SNP24,SNP25,SNP26,SNP27,SNP28,SNP29,SNP30,SNP31,SNP32,SNP33,SNP34,SNP35,SNP36,SNP37,SNP38,SNP39,SNP40,SNP41,SNP42,SNP43,SNP44,SNP45,SNP46,SNP47,SNP48,SNP49,SNP50,SNP51,SNP52,SNP53,SNP54,SNP55,SNP56,SNP57,SNP58,SNP59,SNP60,SNP61,SNP62,SNP63,SNP64,SNP65,SNP66,SNP67,SNP68,SNP69,SNP70,SNP71,SNP72,SNP73,SNP74,SNP75,SNP76,SNP77,SNP78,SNP79,SNP80,SNP81,SNP82,SNP83,SNP84,SNP85,SNP86,SNP87,SNP88,SNP89,SNP90,SNP91,SNP92,SNP93,SNP94,SNP95,SNP96,SNP97,SNP98,SNP99,SNP100,Phenotype
2,1.0,2,2,2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,0,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,0,2.0,1.0,2.0,2.0,0.0,1,2.0,2.0,2,1.0,2,2.0,1.0,1.0,1.0,2,2.0,1.0,2.0,2,2.0,2,2.0,2,2,2.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,1,2.0,1.0,2.0,2.0,2,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2,1,2.0,2.0,2.0,2,2.0,2,1.0,2,1,2.0,2.0,2.0,2.0,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1,-1.20082104172768
2,1.0,2,2,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,0.0,2,1.0,2.0,2.0,2.0,2.0,2,1.0,2.0,1,0.0,2,2.0,2.0,1.0,1.0,2,0.0,2.0,2.0,2,2.0,2,1.0,2,2,1.0,2.0,2,2,1.0,2.0,2.0,2,2.0,2.0,1,1.0,1.0,0.0,1.0,2,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1,2,1.0,,0.0,2,2.0,2,1.0,2,1,2.0,1.0,2.0,2.0,2.0,2,2.0,0.0,2.0,1.0,1.0,1.0,1,1.09367763719584
2,2.0,1,2,2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2,2,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1,0.0,1.0,1.0,2.0,2.0,2,0.0,2.0,0,1.0,2,2.0,1.0,2.0,2.0,2,1.0,1.0,1.0,2,2.0,2,,2,1,1.0,0.0,2,2,,2.0,2.0,2,2.0,2.0,2,2.0,1.0,0.0,2.0,2,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0,2,2.0,1.0,1.0,2,1.0,2,2.0,2,2,2.0,1.0,2.0,2.0,1.0,2,2.0,1.0,2.0,2.0,1.0,1.0,2,0.508010780165619
2,1.0,2,2,2,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1,2,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,,2,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,1.0,2,2.0,1.0,2.0,,1,1.0,0.0,1.0,2,2.0,1,2.0,0,1,2.0,1.0,0,2,2.0,2.0,2.0,2,2.0,2.0,2,1.0,2.0,2.0,0.0,2,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1,1,2.0,2.0,1.0,2,2.0,2,2.0,2,2,2.0,2.0,2.0,2.0,1.0,2,1.0,1.0,2.0,1.0,1.0,1.0,0,-0.262934717429396
2,1.0,1,2,2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2,2.0,0.0,1.0,2.0,0.0,2,2.0,2.0,2,2.0,2.0,1,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,1,1.0,2,2.0,1.0,1.0,2.0,2,2.0,,1.0,2,2.0,1,2.0,2,2,2.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,1,2.0,1.0,2.0,2.0,2,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1,2,2.0,2.0,,2,2.0,1,1.0,2,2,2.0,1.0,2.0,2.0,2.0,2,1.0,0.0,2.0,0.0,1.0,1.0,2,-1.57407179631535
2,2.0,2,2,2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2,2,0.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2,1.0,2.0,2.0,1.0,2.0,2,1.0,2.0,0,0.0,2,2.0,0.0,2.0,2.0,1,1.0,,1.0,2,2.0,2,1.0,1,2,2.0,1.0,1,2,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,2.0,1.0,2,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2,2,1.0,2.0,2.0,1,2.0,0,1.0,2,2,2.0,1.0,2.0,2.0,1.0,2,0.0,2.0,2.0,1.0,1.0,2.0,2,-1.76624794790476
2,2.0,2,2,2,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2.0,0.0,2,2.0,2.0,2,,2.0,2,0.0,2.0,1.0,2.0,1.0,2,2.0,2.0,1,1.0,2,2.0,1.0,2.0,2.0,1,2.0,1.0,2.0,2,2.0,2,2.0,2,2,2.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,1,2.0,0.0,2.0,1.0,2,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2,2.0,2.0,1.0,1,1.0,2,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,1.0,1.0,2.0,0.0,2.0,0.0,2,0.489631098689242
2,2.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1,1,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,2,0.0,2.0,1.0,2.0,2.0,2,2.0,1.0,1,0.0,1,2.0,0.0,2.0,0.0,2,1.0,0.0,2.0,1,2.0,1,2.0,2,2,1.0,1.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,,0.0,1.0,2.0,2,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1,2,2.0,2.0,0.0,2,1.0,2,2.0,2,2,,1.0,2.0,2.0,2.0,2,1.0,2.0,2.0,2.0,1.0,0.0,2,0.0858139086330844
1,0.0,1,2,2,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2,2,1.0,1.0,0.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,1,1.0,2.0,1.0,2.0,2.0,2,1.0,2.0,1,2.0,2,2.0,0.0,2.0,1.0,2,0.0,1.0,1.0,2,2.0,1,1.0,1,2,2.0,2.0,2,1,1.0,2.0,2.0,2,2.0,2.0,2,1.0,1.0,2.0,2.0,2,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2,2,2.0,2.0,2.0,2,1.0,2,2.0,2,2,0.0,1.0,2.0,1.0,2.0,2,2.0,1.0,1.0,2.0,,2.0,1,-1.64594159213681
2,1.0,2,2,1,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1,1,2.0,1.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1,1.0,2.0,1.0,2.0,1.0,2,2.0,1.0,2,1.0,1,2.0,1.0,1.0,2.0,1,2.0,2.0,0.0,2,2.0,2,1.0,1,2,2.0,2.0,2,0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2,2,1.0,2.0,2.0,1,1.0,2,2.0,2,1,2.0,1.0,2.0,2.0,1.0,2,2.0,1.0,0.0,1.0,2.0,2.0,2,-1.06226237102001
2,1.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,2.0,0.0,1.0,1.0,1.0,1,2.0,2.0,2,2.0,2.0,2,0.0,1.0,1.0,2.0,2.0,2,2.0,2.0,1,1.0,2,2.0,1.0,1.0,1.0,2,1.0,2.0,1.0,2,2.0,2,2.0,1,2,2.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2,1.0,2,2.0,2,1,2.0,2.0,2.0,2.0,2.0,2,2.0,0.0,2.0,0.0,2.0,1.0,2,-0.333457139343893
2,1.0,0,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,2.0,1.0,1.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,1,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,1,1.0,2,2.0,2.0,2.0,2.0,2,1.0,1.0,1.0,2,2.0,2,2.0,2,1,2.0,2.0,2,1,1.0,2.0,2.0,2,2.0,2.0,1,2.0,1.0,2.0,1.0,2,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2,1.0,2,2,2.0,1.0,2.0,2.0,2.0,2,1.0,1.0,1.0,0.0,2.0,1.0,2,-1.88509479718806
2,1.0,2,2,2,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2,2.0,0.0,1.0,2.0,0.0,2,2.0,2.0,1,2.0,2.0,2,1.0,2.0,1.0,1.0,1.0,2,1.0,2.0,2,0.0,2,2.0,2.0,2.0,1.0,1,1.0,,2.0,2,2.0,2,1.0,1,2,2.0,2.0,1,2,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2.0,0.0,2.0,2,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2,2.0,1.0,0.0,0,2.0,1,1.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,0.0,2.0,2.0,1.0,1.0,1,0.0773554162021352
2,0.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2,2,2.0,0.0,0.0,2.0,2.0,1,2.0,2.0,2,2.0,2.0,2,0.0,1.0,1.0,2.0,2.0,2,2.0,2.0,1,1.0,2,2.0,1.0,2.0,2.0,2,1.0,2.0,0.0,2,2.0,2,1.0,2,2,2.0,2.0,2,0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2.0,2.0,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,2.0,2.0,1.0,2,1.0,1,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1.0,0.0,2.0,1.0,2,-0.201431168402748
2,1.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1,1,2.0,2.0,2.0,2.0,1.0,2,1.0,2.0,2,2.0,1.0,1,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,0,0.0,2,2.0,1.0,2.0,1.0,2,1.0,1.0,0.0,2,1.0,0,2.0,2,2,2.0,2.0,2,2,,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,2.0,2,1.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,1,2,1.0,2.0,1.0,2,2.0,2,1.0,2,2,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,1.0,1.0,2.0,0.0,2,0.794112322011496
2,2.0,1,2,2,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2,2,2.0,0.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,0.0,0,2.0,2.0,2.0,2.0,2.0,2,1.0,2.0,1,1.0,1,2.0,1.0,1.0,0.0,2,2.0,1.0,2.0,1,2.0,2,2.0,2,1,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2.0,1.0,1.0,1,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2,2,2.0,2.0,1.0,2,2.0,1,2.0,2,2,,0.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,1.0,1.0,1,-0.560538616082501
2,2.0,2,2,2,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2,2,,0.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,,1,1.0,2.0,2.0,2.0,2.0,2,1.0,2.0,1,1.0,2,2.0,1.0,1.0,2.0,2,2.0,1.0,1.0,2,2.0,2,1.0,2,2,1.0,2.0,2,0,2.0,2.0,2.0,1,2.0,2.0,1,,0.0,0.0,2.0,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1,2,1.0,2.0,1.0,2,2.0,2,1.0,2,2,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,1.0,1.0,2.0,2.0,2,0.163301902895877
2,2.0,1,2,2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,0,2,2.0,2.0,2.0,2.0,0.0,2,2.0,1.0,2,2.0,1.0,1,1.0,2.0,1.0,2.0,1.0,2,1.0,2.0,2,1.0,2,2.0,0.0,2.0,2.0,2,1.0,0.0,2.0,2,2.0,2,0.0,1,0,2.0,1.0,1,0,2.0,1.0,2.0,2,2.0,2.0,0,,1.0,2.0,1.0,1,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2,2,1.0,2.0,1.0,2,1.0,2,1.0,2,1,2.0,2.0,2.0,2.0,1.0,2,1.0,2.0,2.0,2.0,1.0,0.0,2,0.341380653237481
2,2.0,1,2,2,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2,2,2.0,0.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,0,2.0,2.0,2.0,2.0,2.0,1,1.0,2.0,2,1.0,2,2.0,1.0,2.0,1.0,2,2.0,2.0,1.0,2,1.0,2,2.0,1,2,1.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,0,2.0,2.0,2.0,2.0,1,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,1.0,2,2.0,1,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,0.0,1.0,1.0,2.0,1.0,1,0.708395716795771
2,1.0,2,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,2,1.0,2.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2,2.0,1.0,2.0,1.0,2,1.0,1.0,1.0,2,2.0,1,,0,1,2.0,1.0,2,0,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2.0,2.0,1.0,2,1.0,1.0,2.0,2.0,,1.0,0.0,2.0,2,1,2.0,2.0,1.0,1,1.0,2,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,0.0,2.0,2.0,0.0,2.0,1.0,1,-1.17801848328326
2,2.0,2,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,2,1,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2.0,2,0.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,0.0,2,2.0,1.0,0.0,,0,2.0,1.0,0.0,2,2.0,2,2.0,1,1,1.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2,2.0,0.0,1.0,,2,2.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0,1,2.0,,1.0,2,2.0,2,2.0,2,2,2.0,1.0,2.0,2.0,2.0,2,1.0,2.0,1.0,2.0,2.0,1.0,2,-0.833241538206823
2,1.0,2,2,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,2.0,1.0,2.0,2,2.0,2.0,2,2.0,1.0,0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,2,2.0,2,2.0,2.0,2.0,2.0,2,1.0,2.0,0.0,2,2.0,2,2.0,2,2,0.0,2.0,1,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1.0,0.0,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1,2,2.0,2.0,1.0,2,2.0,1,2.0,2,1,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,1.0,1.0,1.0,2.0,2,-1.24303368264701
2,0.0,1,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,1,2,2.0,2.0,1.0,2.0,2.0,2,2.0,,2,2.0,2.0,2,2.0,1.0,1.0,2.0,2.0,2,2.0,2.0,1,2.0,2,2.0,2.0,2.0,2.0,2,2.0,2.0,1.0,2,2.0,1,2.0,2,2,2.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,2.0,2,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1,2,2.0,2.0,1.0,2,2.0,1,2.0,2,2,2.0,2.0,2.0,2.0,0.0,2,2.0,1.0,0.0,0.0,2.0,1.0,2,-0.407371794296141
1,1.0,1,2,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1,2.0,1.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,0.0,1,,2.0,1.0,2.0,2.0,2,1.0,2.0,0,1.0,2,2.0,0.0,2.0,1.0,2,1.0,1.0,0.0,2,2.0,2,1.0,0,2,2.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,2.0,2,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,2,1,2.0,2.0,1.0,0,1.0,2,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,1.0,0.0,2.0,1.0,1.0,2,-0.54091666695356
2,2.0,1,2,2,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1,2.0,2.0,2.0,2.0,2.0,1,2.0,2.0,2,0.0,2,2.0,2.0,2.0,1.0,2,2.0,2.0,1.0,2,2.0,2,1.0,1,2,2.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,1,1.0,2.0,2.0,2.0,1,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,1.0,2.0,0.0,2,2.0,2,2.0,1,1,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1.0,1.0,2.0,2.0,2,-0.825314917003026
2,2.0,0,2,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2,1,1.0,1.0,2.0,2.0,0.0,2,2.0,2.0,2,2.0,2.0,1,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,2,2.0,2,2.0,2.0,,2.0,1,0.0,1.0,1.0,2,2.0,2,1.0,1,2,2.0,2.0,1,2,2.0,1.0,2.0,2,2.0,2.0,2,2.0,2.0,1.0,2.0,1,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2,2,2.0,1.0,2.0,1,2.0,1,1.0,2,2,2.0,1.0,2.0,2.0,2.0,2,1.0,2.0,2.0,1.0,,2.0,2,-1.72748432743998
2,2.0,2,2,2,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2,2,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1,1.0,2.0,0.0,2.0,2.0,2,2.0,2.0,2,2.0,2,,1.0,2.0,2.0,2,1.0,2.0,1.0,2,2.0,2,1.0,0,2,2.0,2.0,1,2,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2.0,2.0,2.0,2,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2,2,1.0,1.0,2.0,2,0.0,1,1.0,2,2,2.0,1.0,2.0,2.0,2.0,2,1.0,1.0,1.0,1.0,0.0,1.0,1,0.336429396063983
2,0.0,2,2,2,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2,2.0,1.0,1.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,1,0.0,2.0,1.0,2.0,1.0,2,2.0,2.0,2,2.0,2,2.0,2.0,2.0,0.0,1,1.0,1.0,0.0,2,2.0,2,1.0,1,2,2.0,1.0,0,1,2.0,2.0,2.0,2,2.0,2.0,1,1.0,1.0,1.0,1.0,2,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1,2,1.0,2.0,0.0,0,2.0,2,2.0,2,2,2.0,1.0,2.0,2.0,1.0,2,1.0,1.0,1.0,2.0,2.0,1.0,0,0.587852693995843
2,1.0,2,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2,2,2.0,1.0,1.0,1.0,2.0,1,2.0,2.0,2,2.0,2.0,1,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,1,1.0,2,1.0,1.0,1.0,2.0,2,1.0,1.0,1.0,2,1.0,2,2.0,2,2,2.0,1.0,2,0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2.0,2.0,2,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1,2,2.0,1.0,1.0,2,1.0,1,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,1.0,2.0,0.0,,2.0,2,1.22684855305136
2,1.0,1,2,2,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2,2,1.0,2.0,1.0,2.0,1.0,2,2.0,1.0,1,2.0,1.0,2,2.0,2.0,1.0,2.0,1.0,1,2.0,2.0,1,1.0,2,2.0,1.0,1.0,,1,2.0,,1.0,2,2.0,2,2.0,1,1,2.0,0.0,1,2,2.0,2.0,2.0,2,2.0,2.0,1,2.0,1.0,2.0,1.0,2,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,1,2.0,2.0,2.0,1,1.0,2,2.0,2,1,2.0,2.0,2.0,2.0,2.0,2,0.0,1.0,2.0,1.0,2.0,2.0,0,-0.271671730947014
2,2.0,1,2,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,1.0,2,2.0,2.0,1.0,2.0,2,1.0,1.0,1.0,2,,1,2.0,2,2,2.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,1,,1.0,2.0,1.0,2,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1,2,2.0,2.0,1.0,2,2.0,1,2.0,2,1,2.0,1.0,2.0,2.0,2.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2,1.59172822669918
2,2.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2,2,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,1,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,1.0,2,2.0,0.0,2.0,1.0,2,1.0,2.0,2.0,2,2.0,2,2.0,1,2,2.0,1.0,2,1,1.0,2.0,2.0,2,2.0,2.0,2,1.0,1.0,2.0,0.0,2,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1,2,2.0,2.0,1.0,2,2.0,1,1.0,2,1,2.0,1.0,2.0,2.0,2.0,2,2.0,1.0,2.0,0.0,2.0,1.0,1,-0.527950587224581
2,1.0,1,2,1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1,0,2.0,2.0,2.0,2.0,2.0,2,2.0,,2,2.0,1.0,1,2.0,1.0,2.0,2.0,2.0,1,2.0,,2,1.0,2,2.0,1.0,,1.0,2,1.0,1.0,2.0,2,2.0,2,2.0,1,1,2.0,2.0,2,1,1.0,2.0,2.0,2,2.0,2.0,1,2.0,1.0,2.0,1.0,2,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,2.0,0.0,2.0,1,1.0,2,2.0,2,2,2.0,1.0,2.0,2.0,2.0,2,2.0,0.0,2.0,2.0,1.0,2.0,1,0.34238286716604
2,2.0,0,2,2,2.0,2.0,1.0,2.0,2.0,,2.0,1.0,2,1,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,1,1.0,2.0,1.0,1.0,2.0,1,1.0,2.0,1,1.0,2,2.0,1.0,1.0,2.0,1,0.0,0.0,0.0,2,2.0,2,1.0,2,1,2.0,1.0,2,1,2.0,1.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,2.0,2,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2,2,2.0,2.0,1.0,2,1.0,2,1.0,2,1,2.0,0.0,2.0,1.0,2.0,2,1.0,1.0,2.0,1.0,2.0,1.0,1,-2.57274038560932
2,2.0,2,2,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,2,2.0,2.0,2.0,2.0,0.0,2,2.0,2.0,2,2.0,2.0,0,2.0,2.0,2.0,2.0,1.0,1,2.0,2.0,2,0.0,2,2.0,1.0,1.0,1.0,1,1.0,0.0,2.0,2,1.0,2,2.0,2,1,1.0,0.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2,2.0,0.0,2.0,0.0,2,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2,2,2.0,2.0,2.0,1,1.0,2,1.0,2,1,2.0,1.0,2.0,2.0,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1,-0.817439815375544
1,2.0,1,2,2,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,0.0,0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,1.0,1,2.0,2.0,1.0,2.0,2,2.0,0.0,2.0,1,2.0,2,1.0,2,2,2.0,2.0,1,2,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2.0,2.0,1.0,1,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,2,2.0,2.0,1.0,2,2.0,1,1.0,2,2,,1.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,1.0,1,-0.573740381606332
2,2.0,2,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,2,2,0.0,1.0,2.0,2.0,0.0,2,2.0,2.0,2,2.0,2.0,1,2.0,2.0,1.0,2.0,2.0,2,2.0,1.0,0,1.0,2,2.0,1.0,2.0,0.0,1,0.0,1.0,1.0,2,2.0,2,2.0,1,2,2.0,1.0,1,1,0.0,2.0,2.0,2,2.0,2.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,2.0,0.0,,1.0,2.0,1.0,1,2,2.0,2.0,2.0,2,1.0,2,1.0,2,2,2.0,2.0,2.0,2.0,2.0,2,1.0,2.0,2.0,0.0,,2.0,2,1.81660832096782
2,0.0,1,1,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2.0,0.0,0.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,0,1.0,1.0,2.0,1.0,1.0,2,2.0,2.0,2,2.0,1,2.0,2.0,2.0,2.0,2,1.0,0.0,,2,1.0,2,2.0,2,2,1.0,2.0,2,0,2.0,2.0,2.0,2,2.0,2.0,2,1.0,1.0,,1.0,2,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0,2,2.0,1.0,2.0,2,2.0,2,0.0,2,2,1.0,1.0,2.0,2.0,2.0,2,1.0,0.0,2.0,2.0,2.0,2.0,2,0.422311484386174
1,2.0,1,2,2,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2.0,0,1.0,2.0,1.0,2.0,0.0,1,2.0,2.0,2,2.0,2,2.0,1.0,2.0,2.0,2,1.0,1.0,0.0,2,2.0,2,1.0,2,2,1.0,0.0,1,2,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,1.0,1,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2,2,2.0,2.0,1.0,1,1.0,2,0.0,2,1,2.0,1.0,2.0,1.0,2.0,2,2.0,1.0,1.0,1.0,1.0,2.0,0,0.620766355084456
